time,sea_level_m
2023-01-14,0.33861843
2023-01-15,0.33783802
2023-01-16,0.33650103
2023-01-17,0.33725342
2023-01-18,0.33944237
2023-01-19,0.34265617
2023-01-20,0.34545225
2023-01-21,0.347613
2023-01-22,0.34726423
2023-01-23,0.3445369
2023-01-24,0.3417587
2023-01-25,0.3397791
2023-01-26,0.336495
2023-01-27,0.33446753
2023-01-28,0.33270952
2023-01-29,0.33144706
2023-01-30,0.32923487
2023-01-31,0.32784098
2023-02-01,0.32665506
2023-02-02,0.32684457
2023-02-03,0.3288021
2023-02-04,0.32992944
2023-02-05,0.33138677
2023-02-06,0.3251407
2023-02-07,0.31795663
2023-02-08,0.31227738
2023-02-09,0.3057079
2023-02-10,0.29932475
2023-02-11,0.29495826
2023-02-12,0.2905756
2023-02-13,0.286904
2023-02-14,0.28276345
2023-02-15,0.28390086
2023-02-16,0.28333277
2023-02-17,0.28129473
2023-02-18,0.28261176
2023-02-19,0.28766754
2023-02-20,0.2914466
2023-02-21,0.29152042
2023-02-22,0.29225814
2023-02-23,0.2919791
2023-02-24,0.28963318
2023-02-25,0.2877604
2023-02-26,0.2878968
2023-02-27,0.2897574
2023-02-28,0.29130155
2023-03-01,0.28967395
2023-03-02,0.28702658
2023-03-03,0.28483847
2023-03-04,0.28438175
2023-03-05,0.2849974
2023-03-06,0.2904859
2023-03-07,0.29113942
2023-03-08,0.2923341
2023-03-09,0.29393777
2023-03-10,0.29558873
2023-03-11,0.3000768
2023-03-12,0.30405286
2023-03-13,0.3062414
2023-03-14,0.30708236
2023-03-15,0.30711445
2023-03-16,0.30863056
2023-03-17,0.30810252
2023-03-18,0.3085066
2023-03-19,0.30742493
2023-03-20,0.30702895
2023-03-21,0.30790538
2023-03-22,0.30852652
2023-03-23,0.30985478
2023-03-24,0.31082425
2023-03-25,0.31146482
2023-03-26,0.3132091
2023-03-27,0.31563446
2023-03-28,0.31825608
2023-03-29,0.3201482
2023-03-30,0.3212666
2023-03-31,0.31988594
2023-04-01,0.32132563
2023-04-02,0.3241375
2023-04-03,0.32606053
2023-04-04,0.3266331
2023-04-05,0.32631928
2023-04-06,0.32668108
2023-04-07,0.32850635
2023-04-08,0.33002767
2023-04-09,0.33048457
2023-04-10,0.33051094
2023-04-11,0.33537504
2023-04-12,0.3365874
2023-04-13,0.33911416
2023-04-14,0.3392848
2023-04-15,0.34101364
2023-04-16,0.34165055
2023-04-17,0.34183386
2023-04-18,0.34046662
2023-04-19,0.34018803
2023-04-20,0.3418437
2023-04-21,0.34478298
2023-04-22,0.34542894
2023-04-23,0.34613582
2023-04-24,0.3473478
2023-04-25,0.3481436
2023-04-26,0.3486399
2023-04-27,0.34877813
2023-04-28,0.3509566
2023-04-29,0.3541063
2023-04-30,0.3564135
2023-05-01,0.35577545
2023-05-02,0.35537487
2023-05-03,0.3553647
2023-05-04,0.3548436
2023-05-05,0.35445097
2023-05-06,0.35383657
2023-05-07,0.3528092
2023-05-08,0.35284576
2023-05-09,0.3519235
2023-05-10,0.3494868
2023-05-11,0.347264
2023-05-12,0.34498817
2023-05-13,0.34598452
2023-05-14,0.34746158
2023-05-15,0.34839043
2023-05-16,0.34840935
2023-05-17,0.3478633
2023-05-18,0.3473139
2023-05-19,0.34565863
2023-05-20,0.34404573
2023-05-21,0.34326252
2023-05-22,0.34181264
2023-05-23,0.34140915
2023-05-24,0.3414425
2023-05-25,0.3425633
2023-05-26,0.34336552
2023-05-27,0.34381205
2023-05-28,0.34444934
2023-05-29,0.34676826
2023-05-30,0.34828845
2023-05-31,0.34962863
2023-06-01,
2023-06-02,
2023-06-03,
2023-06-04,
2023-06-05,
2023-06-06,
2023-06-07,
2023-06-08,
2023-06-09,
2023-06-10,
2023-06-11,
2023-06-12,
2023-06-13,
2023-06-14,
2023-06-15,
2023-06-16,
2023-06-17,
2023-06-18,
2023-06-19,
2023-06-20,
2023-06-21,
2023-06-22,
2023-06-23,
2023-06-24,
2023-06-25,
2023-06-26,
2023-06-27,
2023-06-28,
2023-06-29,0.36057433
2023-06-30,
2023-07-01,0.3627442
2023-07-02,
2023-07-03,0.36632067
2023-07-04,
2023-07-05,0.36871257
2023-07-06,
2023-07-07,0.37065342
2023-07-08,
2023-07-09,0.37980008
2023-07-10,
2023-07-11,0.38991278
2023-07-12,
2023-07-13,0.3914038
2023-07-14,
2023-07-15,0.39359438
2023-07-16,
2023-07-17,0.39408717
2023-07-18,
2023-07-19,0.391928
2023-07-20,
2023-07-21,0.392904
2023-07-22,
2023-07-23,0.39334172
2023-07-24,
2023-07-25,0.3902991
2023-07-26,
2023-07-27,0.39131784
2023-07-28,
2023-07-29,0.39199805
2023-07-30,
2023-07-31,0.39327976
2023-08-01,
2023-08-02,0.39439243
2023-08-03,
2023-08-04,0.39607808
2023-08-05,
2023-08-06,0.39488384
2023-08-07,
2023-08-08,0.39223388
2023-08-09,
2023-08-10,0.38624233
2023-08-11,
2023-08-12,0.38407803
2023-08-13,
2023-08-14,0.37947416
2023-08-15,
2023-08-16,0.3729858
2023-08-17,
2023-08-18,0.36772704
2023-08-19,
2023-08-20,0.3626413
2023-08-21,
2023-08-22,0.3618385
2023-08-23,
2023-08-24,0.3600261
2023-08-25,
2023-08-26,0.3566217
2023-08-27,
2023-08-28,0.35412025
2023-08-29,
2023-08-30,0.3555877
2023-08-31,
2023-09-01,0.35542494
2023-09-02,
2023-09-03,0.3506857
2023-09-04,
2023-09-05,0.3459417
2023-09-06,
2023-09-07,0.33426255
2023-09-08,
2023-09-09,0.3204692
2023-09-10,
2023-09-11,0.30693603
2023-09-12,
2023-09-13,0.30368888
2023-09-14,
2023-09-15,0.30423397
2023-09-16,
2023-09-17,0.30129626
2023-09-18,
2023-09-19,0.29418325
2023-09-20,
2023-09-21,0.2938095
2023-09-22,
2023-09-23,0.2962584
2023-09-24,
2023-09-25,0.29773605
2023-09-26,
2023-09-27,0.29002023
2023-09-28,
2023-09-29,0.28291932
2023-09-30,
2023-10-01,0.28072363
2023-10-02,
2023-10-03,0.28004456
2023-10-04,
2023-10-05,0.2769754
2023-10-06,
2023-10-07,0.27680853
2023-10-08,
2023-10-09,0.2751089
2023-10-10,
2023-10-11,0.26975286
2023-10-12,
2023-10-13,0.26249614
2023-10-14,
2023-10-15,0.26265112
2023-10-16,
2023-10-17,0.25956634
2023-10-18,
2023-10-19,0.25866678
2023-10-20,
2023-10-21,0.2610051
2023-10-22,
2023-10-23,0.26723838
2023-10-24,
2023-10-25,0.2713055
2023-10-26,
2023-10-27,0.2780612
2023-10-28,
2023-10-29,0.2840115
2023-10-30,
2023-10-31,0.2882271
2023-11-01,
2023-11-02,0.2926882
2023-11-03,
2023-11-04,0.30122852
2023-11-05,
2023-11-06,0.30709794
2023-11-07,
2023-11-08,0.31252673
2023-11-09,
2023-11-10,0.31672892
2023-11-11,
2023-11-12,0.320535
2023-11-13,
2023-11-14,0.33250767
2023-11-15,
2023-11-16,0.34436238
2023-11-17,
2023-11-18,0.3584072
2023-11-19,
2023-11-20,0.36822537
2023-11-21,
2023-11-22,0.37174532
2023-11-23,
2023-11-24,0.37860662
2023-11-25,
2023-11-26,0.39538386
2023-11-27,
2023-11-28,0.3993763
2023-11-29,
2023-11-30,0.41137844
2023-12-01,
2023-12-02,0.4125935
2023-12-03,
2023-12-04,0.41676837
2023-12-05,
2023-12-06,0.41346022
2023-12-07,
2023-12-08,0.4133478
2023-12-09,
2023-12-10,0.41388926
2023-12-11,
2023-12-12,0.41431773
2023-12-13,
2023-12-14,0.4188656
2023-12-15,
2023-12-16,0.4185249
2023-12-17,
2023-12-18,0.41581935
2023-12-19,
2023-12-20,0.41663313
2023-12-21,
2023-12-22,0.4145303
